img,z,conf
1692847025.873337,19.141,0.6798
1692847025.905562,19.138,0.7173
1692847025.937384,19.138,0.6789
1692847025.973438,19.138,0.6887
1692847026.005621,19.138,0.5976
1692847026.038153,19.138,0.5997
1692847026.073469,19.138,0.6247
1692847026.105699,19.136,0.6796
1692847026.137535,19.136,0.6851
1692847026.173432,19.136,0.6626
1692847026.205464,19.136,0.6731
1692847026.237852,19.136,0.663
1692847026.273423,19.136,0.6707
1692847026.305441,19.131,0.6701
1692847026.337568,19.131,0.6584
1692847026.373799,19.131,0.7065
1692847026.405821,19.131,0.6599
1692847026.437867,19.131,0.6625
1692847026.473492,19.131,0.6317
1692847026.505447,19.126,0.6754
1692847026.537527,19.126,0.6782
1692847026.573421,19.126,0.6566
1692847026.605521,19.126,0.6788
1692847026.637385,19.126,0.6707
1692847026.673614,19.126,0.6819
1692847026.705423,19.123,0.6574
1692847026.737464,19.123,0.6603
1692847026.773413,19.123,0.6589
1692847026.805580,19.123,0.6655
1692847026.837523,19.123,0.6549
1692847026.873532,19.123,0.6761
1692847026.905488,19.113,0.6503
1692847026.937588,19.113,0.6483
1692847026.973533,19.113,0.5744
1692847027.005530,19.113,0.6406
1692847027.037590,19.113,0.6767
1692847027.073674,19.113,0.6402
1692847027.105669,19.089,0.6512
1692847027.137750,19.089,0.6318
1692847027.173646,19.089,0.638
1692847027.205669,19.089,0.6285
1692847027.237613,19.089,0.6829
1692847027.273650,19.089,0.6621
1692847027.305609,19.064,0.6121
1692847027.337538,19.064,0.6179
1692847027.373423,19.064,0.6765
1692847027.405470,19.064,0.6603
1692847027.437490,19.064,0.6488
1692847027.473914,19.064,0.6573
1692847027.505640,19.045,0.6841
1692847027.537493,19.045,0.6845
1692847027.573552,19.045,0.6601
1692847027.605644,19.045,0.6338
1692847027.637677,19.045,0.6344
1692847027.675264,19.045,0.6291
1692847027.705670,19.04,0.6391
1692847027.737954,19.04,0.6126
1692847027.773703,19.04,0.6643
1692847027.805539,19.04,0.6438
1692847027.837550,19.04,0.6584
1692847027.873842,19.04,0.6596
1692847027.905637,19.043,0.6593
1692847027.937548,19.043,0.6819
1692847027.975331,19.043,0.6843
1692847028.005503,19.043,0.6751
1692847028.038408,19.043,0.6839
1692847028.073498,19.043,0.6844
1692847028.105716,19.046,0.6631
1692847028.137396,19.046,0.6798
1692847028.173364,19.046,0.6652
1692847028.205889,19.046,0.6721
1692847028.237451,19.046,0.6565
1692847028.273574,19.046,0.6722
1692847028.305523,19.048,0.6767
1692847028.337419,19.048,0.6838
1692847028.373509,19.048,0.6647
1692847028.405750,19.048,0.6491
1692847028.437428,19.048,0.6759
1692847028.473791,19.048,0.6602
1692847028.505708,19.051,0.6634
1692847028.537533,19.051,0.6512
1692847028.574578,19.051,0.6654
1692847028.605570,19.051,0.6508
1692847028.637469,19.051,0.668
1692847028.673458,19.051,0.6761
1692847028.705559,19.054,0.6321
1692847028.737526,19.054,0.6455
1692847028.773459,19.054,0.6374
1692847028.805529,19.054,0.6064
1692847028.837521,19.054,0.5972
1692847028.873432,19.054,0.5574
1692847028.905558,19.056,0.6234
1692847028.937514,19.056,0.6253
1692847028.973392,19.056,0.6558
1692847029.005592,19.056,0.6571
1692847029.037419,19.056,0.6456
1692847029.073435,19.056,0.6601
1692847029.105675,19.059,0.6213
1692847029.137495,19.059,0.6178
1692847029.173555,19.059,0.6438
1692847029.205693,19.059,0.6102
1692847029.237661,19.059,0.5892
1692847029.273469,19.059,0.6109
1692847029.305697,19.067,0.6711
1692847029.337532,19.067,0.6263
1692847029.373434,19.067,0.6219
1692847029.405650,19.067,0.5919
1692847029.437538,19.067,0.6332
1692847029.473417,19.067,0.6468
1692847029.505594,19.067,0.6236
1692847029.537551,19.067,0.6521
1692847029.573601,19.067,0.6403
1692847029.605633,19.067,0.6089
1692847029.637393,19.067,0.6334
1692847029.673507,19.067,0.6025
1692847029.705524,19.064,0.6429
1692847029.737459,19.064,0.6482
1692847029.773603,19.064,0.6764
1692847029.805487,19.064,0.614
1692847029.837588,19.064,0.6655
1692847029.873456,19.064,0.6368
1692847029.905560,19.064,0.6185
1692847029.937005,19.064,0.6679
1692847029.973279,19.064,0.6545
1692847030.005492,19.064,0.6696
1692847030.037578,19.064,0.6655
1692847030.073476,19.064,0.655
1692847030.105517,19.058,0.6682
1692847030.137506,19.058,0.6735
1692847030.173494,19.058,0.6534
1692847030.205464,19.058,0.6885
1692847030.237441,19.058,0.6061
1692847030.273618,19.058,0.5606
1692847030.305591,19.053,0.5485
1692847030.337476,19.053,0.6577
1692847030.374005,19.053,0.6591
1692847030.405558,19.053,0.656
1692847030.437771,19.053,0.6734
1692847030.473609,19.053,0.6523
1692847030.506005,19.039,0.6497
1692847030.537326,19.039,0.6688
1692847030.573219,19.039,0.6434
1692847030.605492,19.039,0.6205
1692847030.637315,19.039,0.6531
1692847030.673441,19.039,0.6394
1692847030.705316,19.02,0.6145
1692847030.737295,19.02,0.6493
1692847030.773315,19.02,0.6028
1692847030.805897,19.02,0.6298
1692847030.837519,19.02,0.5596
1692847030.873530,19.02,0.5539
1692847030.905529,19.0,0.635
1692847030.937490,19.0,0.668
1692847030.973349,19.0,0.6322
1692847031.005441,19.0,0.5847
1692847031.037459,19.0,0.5749
1692847031.073374,19.0,0.5804
1692847031.105434,18.982,0.6179
1692847031.137417,18.982,0.6125
1692847031.173588,18.982,0.593
1692847031.205456,18.982,0.586
1692847031.237406,18.982,0.601
1692847031.273397,18.982,0.5373
1692847031.305605,18.963,0.601
1692847031.337422,18.963,0.5801
1692847031.373420,18.963,0.5182
1692847031.405410,18.963,0.6011
1692847031.437369,18.963,0.5373
1692847031.473356,18.963,0.577
1692847031.505536,18.946,0.5536
1692847031.537284,18.946,0.3549
1692847031.573480,18.946,0.4935
1692847031.605483,18.946,0.4986
1692847031.637619,18.946,0.4062
1692847031.673696,18.946,0.5022
1692847031.705793,18.914,0.5117
1692847031.737575,18.914,0.4376
1692847031.773438,18.914,0.436
1692847031.805496,18.914,0.551
1692847031.837410,18.914,0.5939
1692847031.873447,18.914,0.6038
1692847031.905465,18.866,0.512
1692847031.937355,18.866,0.5826
1692847031.973313,18.866,0.561
1692847032.005459,18.866,0.5357
1692847032.037357,18.866,0.5948
1692847032.073844,18.866,0.6239
1692847032.105493,18.805,0.5255
1692847032.137537,18.805,0.6387
1692847032.173408,18.805,0.4202
1692847032.205592,18.805,0.5419
1692847032.237511,18.805,0.6045
1692847032.273329,18.805,0.5211
1692847032.305389,18.747,0.3803
1692847032.337306,18.747,0.5281
1692847032.373345,18.747,0.3725
1692847032.405518,18.747,0.546
1692847032.437600,18.747,0.3891
1692847032.473563,18.747,0.3402
1692847032.505567,18.638,0.3785
1692847032.537589,18.638,0.4341
1692847032.573436,18.638,0.447
1692847032.605752,18.638,0.3869
1692847032.637375,18.638,0.413
1692847032.673524,18.638,0.3628
1692847032.705572,18.638,0.3889
1692847032.737460,18.511,0.3112
1692847032.773379,18.511,0.3213
1692847032.806307,18.511,0.4279
1692847032.837871,18.511,0.358
1692847032.873421,18.511,0.3062
1692847032.905700,18.511,0.3584
1692847032.938002,18.511,0.4181
1692847032.973241,18.409,0.3578
1692847033.005433,18.409,0.3827
1692847033.037673,18.409,0.4123
1692847033.073292,18.409,0.5272
1692847033.105468,18.409,0.321
1692847033.137434,18.409,0.3348
1692847033.173428,18.288,0.3485
1692847033.205569,18.288,0.3133
1692847033.237728,18.288,0.4395
1692847033.273458,18.288,0.3101
1692847033.305733,18.288,0.3039
1692847033.337417,18.288,0.3337
1692847033.373426,18.161,0.3525
1692847033.405488,18.161,0.3585
1692847033.437497,18.161,0.331
1692847033.473357,18.161,0.3833
1692847033.505442,18.161,0.4397
1692847033.537488,18.161,0.3358
1692847033.573384,18.161,0.2843
1692847033.605481,18.029,0.5181
1692847033.637459,18.029,0.3409
1692847033.673340,18.029,0.4092
1692847033.705430,18.029,0.337
1692847033.737486,18.029,0.4143
1692847033.773391,18.029,0.4288
1692847033.805496,17.928,0.482
1692847033.837349,17.928,0.3101
1692847033.873419,17.928,0.3147
1692847033.905464,17.928,0.445
1692847033.937408,17.928,0.2742
1692847033.973420,17.928,0.3939
1692847034.005596,17.796,0.5245
1692847034.037620,17.796,0.4889
1692847034.073386,17.796,0.4017
1692847034.105433,17.796,0.5811
1692847034.137567,17.796,0.3423
1692847034.173605,17.796,0.3749
1692847034.205508,17.659,0.4319
1692847034.237410,17.659,0.3768
1692847034.273426,17.659,0.5432
1692847034.305654,17.659,0.5647
1692847034.337350,17.659,0.6072
1692847034.373396,17.659,0.6168
1692847034.405399,17.485,0.5435
1692847034.437758,17.485,0.55
1692847034.473403,17.485,0.5102
1692847034.505964,17.485,0.4668
1692847034.537512,17.485,0.6328
1692847034.573749,17.485,0.5747
1692847034.605572,17.485,0.6578
1692847034.637417,17.485,0.6201
1692847034.673656,17.363,0.6628
1692847034.705456,17.363,0.6515
1692847034.737444,17.363,0.6249
1692847034.773341,17.363,0.5295
1692847034.805560,17.363,0.6165
1692847034.837867,17.196,0.6212
1692847034.873524,17.196,0.6246
1692847034.905415,17.196,0.5804
1692847034.937700,17.196,0.575
1692847034.974999,17.196,0.6119
1692847035.005992,17.196,0.5641
1692847035.037991,17.013,0.5915
1692847035.073621,17.013,0.5054
1692847035.105584,17.013,0.6166
1692847035.137411,17.013,0.6266
1692847035.173393,17.013,0.6479
1692847035.205991,17.013,0.6286
1692847035.237694,17.013,0.6045
1692847035.273416,16.876,0.5921
1692847035.305470,16.876,0.6146
1692847035.337595,16.876,0.6275
1692847035.373946,16.876,0.6009
1692847035.405895,16.876,0.5811
1692847035.437832,16.699,0.703
1692847035.473603,16.699,0.6799
1692847035.505570,16.699,0.6614
1692847035.537307,16.699,0.6564
1692847035.573415,16.699,0.6415
1692847035.605486,16.699,0.6506
1692847035.637587,16.699,0.6746
1692847035.673487,16.546,0.6764
1692847035.705474,16.546,0.6722
1692847035.737568,16.546,0.671
1692847035.773677,16.546,0.6532
1692847035.805560,16.546,0.593
1692847035.837493,16.546,0.6158
1692847035.873443,16.369,0.5833
1692847035.905437,16.369,0.6515
1692847035.937517,16.369,0.6661
1692847035.973323,16.369,0.6813
1692847036.005390,16.369,0.6725
1692847036.037494,16.188,0.6729
1692847036.073441,16.188,0.6705
1692847036.105533,16.188,0.6792
1692847036.137404,16.188,0.6512
1692847036.173566,16.188,0.6505
1692847036.205526,16.188,0.6424
1692847036.237516,16.03,0.6517
1692847036.273266,16.03,0.6466
1692847036.305473,16.03,0.6411
1692847036.337407,16.03,0.5938
1692847036.373330,16.03,0.6414
1692847036.405568,16.03,0.6483
1692847036.437556,16.03,0.6863
1692847036.473496,15.844,0.6672
1692847036.505542,15.844,0.6895
1692847036.537401,15.844,0.6656
1692847036.573479,15.844,0.6795
1692847036.605444,15.844,0.6767
1692847036.637405,15.683,0.6821
1692847036.673336,15.683,0.6579
1692847036.705477,15.683,0.6642
1692847036.737346,15.683,0.6212
1692847036.773571,15.683,0.6344
1692847036.805553,15.683,0.6155
1692847036.837384,15.683,0.6147
1692847036.873769,15.491,0.613
1692847036.905572,15.491,0.6254
1692847036.937562,15.491,0.5932
1692847036.973655,15.491,0.6174
1692847037.005513,15.491,0.5568
1692847037.037496,15.491,0.641
1692847037.073273,15.296,0.6465
1692847037.105559,15.296,0.6601
1692847037.137279,15.296,0.6714
1692847037.173506,15.296,0.6817
1692847037.205532,15.296,0.6453
1692847037.238634,15.094,0.6762
1692847037.273559,15.094,0.6565
1692847037.305475,15.094,0.6762
1692847037.337642,15.094,0.6834
1692847037.373328,15.094,0.6705
1692847037.405502,15.094,0.6884
1692847037.437510,15.094,0.6487
1692847037.473409,14.939,0.6954
1692847037.505682,14.939,0.7011
1692847037.537473,14.939,0.6918
1692847037.573460,14.939,0.7182
1692847037.605757,14.939,0.6904
1692847037.637870,14.734,0.7088
1692847037.673361,14.734,0.6998
1692847037.705451,14.734,0.6766
1692847037.737612,14.734,0.707
1692847037.773432,14.734,0.6806
1692847037.805637,14.734,0.6838
1692847037.837373,14.527,0.7047
1692847037.873291,14.527,0.7021
1692847037.905326,14.527,0.6625
1692847037.937311,14.527,0.6783
1692847037.973319,14.527,0.6895
1692847038.005429,14.527,0.6953
1692847038.037481,14.366,0.7087
1692847038.073649,14.366,0.7067
1692847038.105618,14.366,0.7113
1692847038.137496,14.366,0.7065
1692847038.173370,14.366,0.7085
1692847038.205455,14.366,0.7159
1692847038.237468,14.366,0.6875
1692847038.273357,14.178,0.689
1692847038.305396,14.178,0.7024
1692847038.337355,14.178,0.6875
1692847038.373486,14.178,0.6293
1692847038.405400,14.178,0.6601
1692847038.437395,14.178,0.628
1692847038.473457,13.942,0.6133
1692847038.505396,13.942,0.6779
1692847038.537423,13.942,0.6802
1692847038.573283,13.942,0.7074
1692847038.605615,13.942,0.6599
1692847038.637346,13.942,0.6981
1692847038.673293,13.942,0.7037
1692847038.705493,13.78,0.7057
1692847038.737366,13.78,0.7084
1692847038.773291,13.78,0.6769
1692847038.805576,13.78,0.6914
1692847038.837383,13.78,0.6594
1692847038.873364,13.78,0.6554
1692847038.905494,13.567,0.6318
1692847038.937427,13.567,0.6737
1692847038.973690,13.567,0.6776
1692847039.005469,13.567,0.6997
1692847039.037451,13.567,0.7088
1692847039.073269,13.567,0.7147
1692847039.105489,13.353,0.7184
1692847039.137431,13.353,0.7211
1692847039.173467,13.353,0.7191
1692847039.205704,13.353,0.7093
1692847039.237483,13.353,0.7219
1692847039.273478,13.353,0.6999
1692847039.305610,13.183,0.6884
1692847039.337390,13.183,0.7109
1692847039.373411,13.183,0.6716
1692847039.405491,13.183,0.7199
1692847039.437478,13.183,0.7227
1692847039.473457,13.183,0.7028
1692847039.505556,12.998,0.7291
1692847039.537512,12.998,0.7451
1692847039.573441,12.998,0.7251
1692847039.605678,12.998,0.7146
1692847039.637509,12.998,0.7399
1692847039.673369,12.998,0.7241
1692847039.705505,12.926,0.6942
1692847039.737870,12.926,0.668
1692847039.773348,12.926,0.6918
1692847039.805672,12.926,0.6917
1692847039.837536,12.926,0.7142
1692847039.873404,12.926,0.709
1692847039.905705,12.919,0.7156
1692847039.937482,12.919,0.7151
1692847039.973446,12.919,0.7252
1692847040.005397,12.919,0.7223
1692847040.037473,12.919,0.7307
1692847040.073496,12.919,0.7471
1692847040.105380,12.924,0.7394
1692847040.137498,12.924,0.7239
1692847040.173460,12.924,0.7188
1692847040.205554,12.924,0.7055
1692847040.237237,12.924,0.7236
1692847040.273441,12.924,0.727
1692847040.305481,12.931,0.7375
1692847040.337326,12.931,0.7338
1692847040.373410,12.931,0.7281
1692847040.405713,12.931,0.7377
1692847040.437486,12.931,0.7431
1692847040.473373,12.931,0.7424
1692847040.505564,12.93,0.7599
1692847040.537560,12.93,0.745
1692847040.573678,12.93,0.7635
1692847040.605467,12.93,0.7538
1692847040.637483,12.93,0.7426
1692847040.673559,12.93,0.7551
1692847040.705506,12.922,0.7332
1692847040.737346,12.922,0.7384
1692847040.774957,12.922,0.7406
1692847040.805480,12.922,0.7346
1692847040.837543,12.922,0.743
1692847040.873449,12.922,0.7328
1692847040.905461,12.917,0.7271
1692847040.937346,12.917,0.7337
1692847040.973464,12.917,0.7353
1692847041.005430,12.917,0.7293
1692847041.037349,12.917,0.7249
1692847041.073363,12.917,0.7566
1692847041.105482,12.917,0.7443
1692847041.137419,12.917,0.74
1692847041.173402,12.917,0.7507
1692847041.205510,12.917,0.7258
1692847041.237541,12.917,0.7326
1692847041.273481,12.917,0.736
1692847041.305577,12.917,0.7503
1692847041.337587,12.917,0.7534
1692847041.373354,12.917,0.7357
1692847041.405487,12.917,0.7208
1692847041.437435,12.917,0.7529
1692847041.473377,12.917,0.7673
1692847041.505371,12.918,0.7562
1692847041.537378,12.918,0.74
1692847041.573292,12.918,0.7397
1692847041.605199,12.918,0.7519
1692847041.637240,12.918,0.7416
1692847041.673116,12.918,0.7279
1692847041.705122,12.917,0.732
1692847041.737172,12.917,0.7393
1692847041.773132,12.917,0.7525
1692847041.805342,12.917,0.7556
1692847041.837296,12.917,0.733
1692847041.873372,12.917,0.7266
1692847041.905371,12.923,0.7297
1692847041.937396,12.923,0.731
1692847041.973287,12.923,0.7215
1692847042.005465,12.923,0.7385
1692847042.037442,12.923,0.7375
1692847042.073544,12.923,0.7298
1692847042.105658,12.929,0.7129
1692847042.137559,12.929,0.7206
1692847042.173071,12.929,0.7304
1692847042.205508,12.929,0.691
1692847042.237251,12.929,0.7146
1692847042.273225,12.929,0.7373
1692847042.305284,12.932,0.7426
1692847042.337343,12.932,0.7257
1692847042.373349,12.932,0.7257
1692847042.405376,12.932,0.7211
1692847042.437796,12.932,0.7153
1692847042.473230,12.932,0.6852
1692847042.505247,12.936,0.7009
1692847042.537358,12.936,0.7262
1692847042.573255,12.936,0.7134
1692847042.605375,12.936,0.7108
1692847042.637238,12.936,0.702
1692847042.673152,12.936,0.7101
1692847042.705233,12.941,0.6964
1692847042.737194,12.941,0.6949
1692847042.773164,12.941,0.7252
1692847042.805426,12.941,0.7391
1692847042.837377,12.941,0.7154
1692847042.873368,12.941,0.7027
1692847042.905706,12.945,0.7097
1692847042.937553,12.945,0.7096
1692847042.973410,12.945,0.7065
1692847043.005522,12.945,0.7112
1692847043.037504,12.945,0.6735
1692847043.077173,12.945,0.5748
1692847043.110310,12.945,0.6346
1692847043.137368,12.945,0.6835
1692847043.173409,12.945,0.6907
1692847043.205483,12.945,0.6671
1692847043.237428,12.945,0.667
1692847043.273458,12.945,0.6642
1692847043.305615,12.949,0.6692
1692847043.337428,12.949,0.6686
1692847043.373482,12.949,0.6558
1692847043.405567,12.949,0.6864
1692847043.437446,12.949,0.6889
1692847043.473509,12.949,0.6888
1692847043.505441,12.952,0.6853
1692847043.537474,12.952,0.6687
1692847043.573636,12.952,0.6856
1692847043.605688,12.952,0.6795
1692847043.637479,12.952,0.666
1692847043.675156,12.952,0.6636
1692847043.705516,12.952,0.5917
1692847043.737508,12.952,0.6643
1692847043.773422,12.952,0.6692
1692847043.805483,12.952,0.6677
1692847043.837469,12.952,0.6693
1692847043.873612,12.952,0.6812
1692847043.905468,12.953,0.6769
1692847043.937492,12.953,0.6899
1692847043.973699,12.953,0.6664
1692847044.005475,12.953,0.6556
1692847044.037505,12.953,0.6507
1692847044.073477,12.953,0.6351
1692847044.105467,12.956,0.6426
1692847044.137465,12.956,0.6608
1692847044.173515,12.956,0.6838
1692847044.205562,12.956,0.6735
1692847044.237484,12.956,0.6661
1692847044.273779,12.956,0.5814
1692847044.305534,12.959,0.6869
1692847044.337432,12.959,0.6916
1692847044.373360,12.959,0.6861
1692847044.405520,12.959,0.6872
1692847044.437550,12.959,0.6738
1692847044.473497,12.959,0.6777
1692847044.506112,12.962,0.6664
1692847044.537616,12.962,0.6869
1692847044.573430,12.962,0.6829
1692847044.605565,12.962,0.6767
1692847044.637580,12.962,0.6001
1692847044.673438,12.962,0.6552
1692847044.705546,12.962,0.6794
1692847044.737599,12.962,0.7039
1692847044.773427,12.962,0.6764
1692847044.805519,12.962,0.6679
1692847044.837665,12.962,0.6681
1692847044.873793,12.962,0.6713
1692847044.905544,12.954,0.6935
1692847044.937532,12.954,0.6776
1692847044.973546,12.954,0.6835
1692847045.005528,12.954,0.6915
1692847045.037521,12.954,0.6714
1692847045.073363,12.954,0.6918
1692847045.105442,12.951,0.6627
1692847045.137471,12.951,0.6675
1692847045.173516,12.951,0.6806
1692847045.205772,12.951,0.6836
1692847045.237480,12.951,0.628
1692847045.273479,12.951,0.5803
1692847045.305512,12.944,0.6725
1692847045.337376,12.944,0.6864
1692847045.373454,12.944,0.6628
1692847045.405539,12.944,0.6267
1692847045.437477,12.944,0.6178
1692847045.473742,12.944,0.6354
1692847045.505471,12.905,0.6498
1692847045.537472,12.905,0.6372
1692847045.573411,12.905,0.6354
1692847045.605810,12.905,0.582
1692847045.637414,12.905,0.4836
1692847045.673411,12.905,0.6427
1692847045.705530,12.829,0.6612
1692847045.737478,12.829,0.6566
1692847045.773443,12.829,0.6232
1692847045.805566,12.829,0.6127
1692847045.837493,12.829,0.6302
1692847045.873471,12.829,0.581
1692847045.905553,12.743,0.5961
1692847045.937490,12.743,0.5941
1692847045.973609,12.743,0.569
1692847046.005616,12.743,0.5876
1692847046.037502,12.743,0.6419
1692847046.073383,12.743,0.5909
1692847046.105680,12.615,0.6258
1692847046.137638,12.615,0.6015
1692847046.173600,12.615,0.6411
1692847046.205609,12.615,0.6619
1692847046.237487,12.615,0.6292
1692847046.273582,12.615,0.6175
1692847046.305845,12.473,0.5919
1692847046.337637,12.473,0.606
1692847046.373484,12.473,0.5685
1692847046.405527,12.473,0.5669
1692847046.437464,12.473,0.5797
1692847046.473408,12.473,0.6466
1692847046.505585,12.348,0.5979
1692847046.537461,12.348,0.6425
1692847046.573435,12.348,0.6822
1692847046.605488,12.348,0.6372
1692847046.637558,12.348,0.6327
1692847046.674698,12.348,0.6489
1692847046.705500,12.19,0.6499
1692847046.739080,12.19,0.6063
1692847046.773475,12.19,0.6329
1692847046.805629,12.19,0.6271
1692847046.837879,12.19,0.6189
1692847046.873393,12.19,0.664
1692847046.905485,12.02,0.6071
1692847046.937561,12.02,0.6103
1692847046.973422,12.02,0.6481
1692847047.005393,12.02,0.6699
1692847047.037436,12.02,0.6652
1692847047.073381,12.02,0.6391
1692847047.105480,11.84,0.6792
1692847047.137486,11.84,0.6238
1692847047.173358,11.84,0.6208
1692847047.205479,11.84,0.6825
1692847047.237447,11.84,0.603
1692847047.273422,11.84,0.6162
1692847047.305400,11.84,0.5755
1692847047.337349,11.649,0.5562
1692847047.373440,11.649,0.6463
1692847047.405592,11.649,0.6271
1692847047.437438,11.649,0.6287
1692847047.473385,11.649,0.6736
1692847047.505472,11.649,0.6211
1692847047.537328,11.649,0.6473
1692847047.573416,11.465,0.6329
1692847047.605593,11.465,0.6185
1692847047.637786,11.465,0.6307
1692847047.673449,11.465,0.6345
1692847047.709774,11.465,0.6213
1692847047.741672,11.465,0.6223
1692847047.777881,11.223,0.5735
1692847047.809711,11.223,0.6271
1692847047.841695,11.223,0.612
1692847047.877654,11.223,0.5753
1692847047.909642,11.223,0.646
1692847047.941764,11.223,0.6607
1692847047.977495,11.223,0.5905
1692847048.005618,11.018,0.5942
1692847048.037441,11.018,0.5718
1692847048.073649,11.018,0.5837
1692847048.105503,11.018,0.6098
1692847048.137417,11.018,0.691
1692847048.173378,11.018,0.6638
1692847048.205440,10.85,0.6555
1692847048.237457,10.85,0.6319
1692847048.273441,10.85,0.6211
1692847048.305402,10.85,0.6384
1692847048.337464,10.85,0.6414
1692847048.373485,10.85,0.6187
1692847048.405756,10.638,0.6711
1692847048.437661,10.638,0.6576
1692847048.469795,10.638,0.6674
1692847048.505672,10.638,0.6253
1692847048.537588,10.638,0.6505
1692847048.569878,10.638,0.6353
1692847048.605606,10.461,0.5972
1692847048.637494,10.461,0.6111
1692847048.670038,10.461,0.5858
1692847048.705561,10.461,0.614
1692847048.737545,10.461,0.6555
1692847048.769534,10.461,0.603
1692847048.805591,10.246,0.6007
1692847048.837884,10.246,0.6229
1692847048.869536,10.246,0.6513
1692847048.905566,10.246,0.5855
1692847048.937498,10.246,0.6161
1692847048.969606,10.246,0.6091
1692847049.005536,10.033,0.6248
1692847049.037513,10.033,0.6107
1692847049.069555,10.033,0.6143
1692847049.105635,10.033,0.6151
1692847049.137511,10.033,0.5815
1692847049.169590,10.033,0.561
1692847049.205605,9.827,0.6086
1692847049.237803,9.827,0.5384
1692847049.270309,9.827,0.5333
1692847049.305513,9.827,0.5604
1692847049.337813,9.827,0.5546
1692847049.369722,9.827,0.5515
1692847049.405543,9.655,0.5738
1692847049.437640,9.655,0.6081
1692847049.469643,9.655,0.5996
1692847049.505593,9.655,0.6167
1692847049.537537,9.655,0.5621
1692847049.569677,9.655,0.5559
1692847049.605632,9.443,0.6445
1692847049.637529,9.443,0.5939
1692847049.669572,9.443,0.5043
1692847049.705499,9.443,0.5699
1692847049.737526,9.443,0.6137
1692847049.769698,9.443,0.4435
1692847049.805487,9.273,0.4875
1692847049.837493,9.273,0.3465
1692847049.869724,9.273,0.3932
1692847049.905598,9.273,0.573
1692847049.937610,9.273,0.4329
1692847049.969688,9.273,0.4967
1692847050.005759,9.062,0.5653
1692847050.037645,9.062,0.5242
1692847050.071443,9.062,0.5871
1692847050.105717,9.062,0.5425
1692847050.137535,9.062,0.5644
1692847050.169660,9.062,0.5132
1692847050.205520,8.884,0.598
1692847050.237525,8.884,0.5704
1692847050.269546,8.884,0.5542
1692847050.305563,8.884,0.5726
1692847050.337489,8.884,0.5242
1692847050.369566,8.884,0.4637
1692847050.405553,8.625,0.5611
1692847050.437509,8.625,0.5942
1692847050.469585,8.625,0.6141
1692847050.505534,8.625,0.6205
1692847050.537512,8.625,0.6298
1692847050.571810,8.625,0.653
1692847050.605524,8.625,0.6381
1692847050.637554,8.625,0.6201
1692847050.669743,8.416,0.6329
1692847050.705508,8.416,0.6473
1692847050.737733,8.416,0.5974
1692847050.769778,8.416,0.6316
1692847050.805757,8.416,0.6266
1692847050.837929,8.2,0.6148
1692847050.870083,8.2,0.5713
1692847050.905730,8.2,0.5271
1692847050.937868,8.2,0.5958
1692847050.969858,8.2,0.6673
1692847051.005838,8.2,0.6549
1692847051.037989,8.2,0.6003
1692847051.069551,7.98,0.6538
1692847051.105544,7.98,0.6388
1692847051.137607,7.98,0.5943
1692847051.169598,7.98,0.6245
1692847051.205991,7.98,0.608
1692847051.237706,7.98,0.5923
1692847051.269741,7.807,0.6043
1692847051.305647,7.807,0.5767
1692847051.337538,7.807,0.5805
1692847051.369622,7.807,0.4853
1692847051.405572,7.807,0.472
1692847051.437504,7.6,0.5868
1692847051.469611,7.6,0.5942
1692847051.505668,7.6,0.6522
1692847051.537831,7.6,0.6273
1692847051.569830,7.6,0.6715
1692847051.605799,7.6,0.6721
1692847051.638184,7.6,0.6429
1692847051.670234,7.426,0.6256
1692847051.705765,7.426,0.6274
1692847051.737783,7.426,0.6164
1692847051.769892,7.426,0.6592
1692847051.805519,7.426,0.611
1692847051.837583,7.426,0.5785
1692847051.869631,7.224,0.5279
1692847051.905532,7.224,0.5796
1692847051.937613,7.224,0.5887
1692847051.969714,7.224,0.6428
1692847052.005572,7.224,0.6143
1692847052.037584,7.224,0.6271
1692847052.069578,7.003,0.6407
1692847052.105541,7.003,0.6572
1692847052.137520,7.003,0.6075
1692847052.169623,7.003,0.6196
1692847052.205536,7.003,0.5683
1692847052.237527,7.003,0.6215
1692847052.269567,6.782,0.6225
1692847052.305608,6.782,0.5947
1692847052.337756,6.782,0.5138
1692847052.370626,6.782,0.4732
1692847052.405704,6.782,0.5852
1692847052.438080,6.782,0.6167
1692847052.469572,6.782,0.6115
1692847052.505630,6.558,0.6157
1692847052.537509,6.558,0.6587
1692847052.569583,6.558,0.6177
1692847052.605542,6.558,0.6106
1692847052.637490,6.558,0.627
1692847052.669548,6.558,0.6328
1692847052.705478,6.324,0.6102
1692847052.737483,6.324,0.6042
1692847052.769967,6.324,0.5519
1692847052.806256,6.324,0.4716
1692847052.837517,6.324,0.5324
1692847052.869570,6.324,0.5379
1692847052.905537,6.139,0.598
1692847052.937617,6.139,0.6227
1692847052.969676,6.139,0.6335
1692847053.005594,6.139,0.6113
1692847053.037514,6.139,0.5819
1692847053.069541,6.139,0.5968
1692847053.105507,5.916,0.6049
1692847053.137602,5.916,0.6141
1692847053.169645,5.916,0.6168
1692847053.205519,5.916,0.5243
1692847053.237606,5.916,0.4959
1692847053.269833,5.916,0.5789
1692847053.305607,5.688,0.6263
1692847053.337574,5.688,0.6496
1692847053.369845,5.688,0.654
1692847053.405706,5.688,0.6469
